date,predicted_price
2026-05-13 04:29:15,81172.73098830512
2026-05-14 04:29:15,81179.36797822805
2026-05-15 04:29:15,81188.2204241236
2026-05-16 04:29:15,81188.26808857742
2026-05-17 04:29:15,81186.10542473526
2026-05-18 04:29:15,81186.00146897638
2026-05-19 04:29:15,81186.02937004843
2026-05-20 04:29:15,81186.07191814126
2026-05-21 04:29:15,81186.07885007802
2026-05-22 04:29:15,81186.07047106297
